NHPD Property ID,HUD Property Id,Property Name,Property Address,City,State,Zip Code,Total Units,Total Active Subsidies,Property Status,Total Inconclusive Subsidies,Total Inactive Subsidies,Earliest Start Date,Latest End Date,Earliest End Date,Latitude,Longitude,County,County Code,Congressional District,CBSA Type,CBSA ?ode,Census Tract,Manager Name,Manager Type,Owner Name,Owner Type,Occupancy Rate,Average Months of Tenancy,Earliest Construction Date,Latest Construction Date,0-1 Bedroom Units,Two Bedroom Units,Three+ Bedroom Units,REAC Score 1,Last REAC Date,REAC Score 2,REAC Date 2,REAC Score 3,REAC Date 3,Fair Market Rent,Percent of ELI Households,Target Tenant Type
f59c7df4-cdff-e611-8115-74d435edc0c2,,BENTLEY HALL,1710 N Croskey St,Philadelphia,PA,19121-3023,100,1,Active,0,0,04/30/1972,,,39.98066,-75.17175,Philadelphia,42101,02,Metropolitan,37980,42101014800,PHILADELPHIA HOUSING AUTHORITY,Public Entity,Philadelphia Housing Authority,Public Entity,,,01/01/1972,01/01/1972,,,,,,,,,,1266,,
796c361b-d968-e711-806a-005056ba3ab9,,TEMPLE I NORTH 16TH STREET,1703 N 16th St,Philadelphia,PA,19121-3203,58,0,Inconclusive,1,0,,,,39.97949,-75.16076,Philadelphia,42101,02,Metropolitan Statistical Area,37980,42101014700,,,,,,,,,,,,,,,,,,1266,,
07f3ef94-cdff-e611-8115-74d435edc0c2,800226242,TEMPLE SUPPD INDEP LVG,1704 N 16th St,Philadelphia,PA,19121-3204,9,1,Active,0,0,03/01/2018,02/28/2051,02/28/2051,39.98012,-75.16118,Philadelphia,42101,02,Metropolitan,37980,42101014700,COLUMBUS PROPERTY MANAGEMENT DEVELOPMENT INC,Non-Profit,ARCH V - TEMPLE N 16TH STREET LP,Profit Motivated,,,01/01/2009,01/01/2009,,9,,,,,,,,1266,,Disabled
620bb5ca-cdff-e611-8115-74d435edc0c2,,CECIL B MOORE VILLAGE,1601 W Oxford St,Philadelphia,PA,19121-3238,34,1,Active,0,0,01/01/1998,01/01/2028,01/01/2028,39.97783,-75.16187,Philadelphia,42101,02,Metropolitan,37980,42101014700,,,INGERMAN GROUP,For Profit,,,,,2,16,16,,,,,,,1266,,Family
7a8e4059-cdff-e611-8115-74d435edc0c2,800018556,JONES MEMORIAL,1927 N 18th St,Philadelphia,PA,19121-3330,38,1,Active,0,0,06/01/2001,05/31/2031,05/31/2031,39.98314,-75.16324,Philadelphia,42101,02,Metropolitan,37980,42101015300,COMMUNITY PROPERTY MANAGEMENT INC,Profit Motivated,JONES MEMORIAL COMMUNITY DEVELOPMENT CORP,Non-Profit,93,100,01/01/1973,01/01/1973,15,21,2,95c,9/18/2015,95c,9/18/2015,91b,10/24/2012,1266,89,Family
7b0dd9a6-cdff-e611-8115-74d435edc0c2,,MYRTLEWOOD HOUSE,1538 N Myrtlewood St,Philadelphia,PA,19121-3634,1,0,Inconclusive,1,0,01/01/1988,01/01/2018,01/01/2018,39.97978,-75.18358,Philadelphia,42101,02,Metropolitan,37980,42101013700,,,SIDNEY SMALL,For Profit,,,,,,,1,,,,,,,1266,,
0938bcfd-ca68-e711-806a-005056ba3ab9,800213712,SHARSWOOD APARTMENTS,1425 N 23rd St,Philadelphia,PA,19121-3848,70,1,Active,0,0,04/01/2002,03/01/2027,03/01/2027,39.97703,-75.173134,Philadelphia,42101,02,Metropolitan Statistical Area,37980,42101013900,INTERSTATE REALTY MANAGEMENT CO,,,,,,,,,,,95c,1/25/2018,82c*,11/19/2015,82c*,11/19/2015,1266,,Family
cdda9ddc-cdff-e611-8115-74d435edc0c2,,SHARSWOOD TOWNHOMES PHASE II,2135 W Jefferson St,Philadelphia,PA,19121-3926,60,1,Active,0,0,01/01/2006,01/01/2036,01/01/2036,39.97745,-75.17023,Philadelphia,42101,02,Metropolitan,37980,42101013900,,,THE MICHAELS ORGANIZATION,For Profit,,,,,,44,16,,,,,,,1266,,Family
ec3578b7-953d-e811-88fd-005056ba3ab9,800246664,SHARSWOOD LL,1450 N 21st St,Philadelphia,PA,19121-3945,48,1,Active,0,0,01/01/2018,12/31/2037,12/31/2037,39.976878,-75.170129,Philadelphia,42101,02,Metropolitan Statistical Area,37980,42101013900,INTERSTATE REALTY MANAGEMENT CO,Profit Motivated,SHARSWOOD II ASSOCIATES LP,Profit Motivated,,,,,0,12,0,,,,,,,1266,,
0d9d7df4-cdff-e611-8115-74d435edc0c2,,ARLENE HOMES,1501 N 18th St,Philadelphia,PA,19121-4212,32,1,Active,0,0,05/31/1992,,,39.97685,-75.16475,Philadelphia,42101,02,Metropolitan,37980,42101014700,PHILADELPHIA HOUSING AUTHORITY,Public Entity,Philadelphia Housing Authority,Public Entity,,,01/01/1992,01/01/1992,,,,,,,,,,1266,,
77296eac-d068-e711-806a-005056ba3ab9,800018218,BECKETT GARDEN APARTMENTS,1400 N 16th St,Philadelphia,PA,19121-4279,132,1,Active,0,1,08/01/1973,11/13/2032,11/13/2032,39.97492,-75.16212,Philadelphia,42101,02,Metropolitan,37980,42101014000,COMMUNITY REALTY MANAGEMENT,Profit Motivated,BECKETT GARDENS APTS II LP,Profit Motivated,99,149,01/01/1973,01/01/1973,33,66,32,99a,10/2/2015,99a,10/2/2015,95a,10/10/2012,1266,80,Family
f5bf2e65-cdff-e611-8115-74d435edc0c2,800019047,15TH & JEFFERSON STREET APARTMENTS,1418 N 15th St,Philadelphia,PA,19121-4308,39,1,Active,0,0,11/01/2014,10/31/2034,10/31/2034,39.974972,-75.160543,Philadelphia,42101,02,Metropolitan Statistical Area,37980,42101014000,MBA EQUITIES LTD,Profit Motivated,Nix Homes Investors LP,Profit Motivated,100,145,01/01/1982,01/01/1982,2,17,19,89b,2/22/2017,94a,2/12/2014,94a,2/12/2014,1266,87,Family
ca8ebbbe-cdff-e611-8115-74d435edc0c2,,KARIROS HOUSE,1440 N Broad St,Philadelphia,PA,19121-4326,112,2,Active,1,1,01/01/1994,01/01/2024,09/03/2019,39.97549,-75.15911,Philadelphia,42101,01,Metropolitan,37980,42101014000,,,PROJECT HOME,Non-Profit,,,,,36,,,,,,,,,1266,,
46a6e1a0-cdff-e611-8115-74d435edc0c2,,NATIONAL TEMPLE I,1418 W Master St,Philadelphia,PA,19121-4337,12,0,Inconclusive,1,0,01/01/1987,01/01/2017,01/01/2017,39.97444,-75.16005,Philadelphia,42101,01,Metropolitan,37980,42101014000,,,ENTERPRISE GRATZ STREET CORP,Non-Profit,,,,,,,12,,,,,,,1266,,Family
df0dd9a6-cdff-e611-8115-74d435edc0c2,,WALLER HOUSE,1437 N 15th St,Philadelphia,PA,19121-4342,12,0,Inconclusive,1,0,01/01/1988,01/01/2018,01/01/2018,39.97582,-75.15984,Philadelphia,42101,02,Metropolitan,37980,42101014000,,,ENTERPRISE GRATZ STREET CORP,For Profit,,,,,,5,7,,,,,,,1266,,Family
25e8fc24-d768-e711-806a-005056ba3ab9,,LOFTS AT BREWERYTOWN,3000 W Master St,Philadelphia,PA,19121-4427,61,1,Active,0,0,01/01/2005,01/01/2035,01/01/2035,39.977692,-75.184448,Philadelphia,42101,02,Metropolitan Statistical Area,37980,42101013700,,,,,,,,,,,,,,,,,,1266,,
e59c7df4-cdff-e611-8115-74d435edc0c2,,COLLEGEVIEW HOMES,1251 Marston Ct,Philadelphia,PA,19121-4617,54,1,Active,0,0,04/30/1969,,,39.97578,-75.18078,Philadelphia,42101,02,Metropolitan,37980,42101013700,PHILADELPHIA HOUSING AUTHORITY,Public Entity,Philadelphia Housing Authority,Public Entity,,,01/01/1969,01/01/1969,,,,,,,,,,1266,,
3809610c-ceff-e611-8115-74d435edc0c2,,SCATTERED SITES,2501 N College Ave,Philadelphia,PA,19121-4825,355,1,Active,0,0,12/31/1968,,,39.974535,-75.177318,Philadelphia,42101,02,Metropolitan Statistical Area,37980,42101013800,Philadelphia Housing Authority,Public Entity,Philadelphia Housing Authority,Public Entity,,,01/01/1967,01/01/2002,,,,,,,,,,1266,,
ac68669f-cb68-e711-806a-005056ba3ab9,800019028,WILLIAM B MOORE MANOR AKA TENTH MEMORIAL BAPTIST H,1999 Ridge Ave,Philadelphia,PA,19121-4931,60,2,Active,0,0,04/29/2014,05/01/2049,04/28/2034,39.97539,-75.16783,Philadelphia,42101,02,Metropolitan Statistical Area,37980,42101013900,COMMUNITY PROPERTY MANAGEMENT INC,Profit Motivated,TENTH MEMORIAL NON-PROFIT DEVELOPMENT CORPORATION,Non-Profit,99,86,01/01/1990,01/01/1990,59,0,0,76b,5/5/2017,76b,5/20/2016,76b,5/20/2016,1266,85,Elderly
3ea6e1a0-cdff-e611-8115-74d435edc0c2,,NATIONAL TEMPLE,1327 N 16th St,Philadelphia,PA,19121-5035,8,0,Inconclusive,1,0,01/01/1987,01/01/2017,01/01/2017,39.97447,-75.16194,Philadelphia,42101,02,Metropolitan,37980,42101014000,,,ENTERPRISE GRATZ STREET CORP,Non-Profit,,,,,3,1,4,,,,,,,1266,,Family
8454c2b8-cdff-e611-8115-74d435edc0c2,800243397,MPB SCHOOL APARTMENTS,2811 W Sedgley Ave,Philadelphia,PA,19121-5246,28,2,Active,0,2,01/01/1993,04/30/2036,01/01/2023,39.98683,-75.17992,Philadelphia,42101,02,Metropolitan,37980,42101015102,COLUMBUS PROPERTY MANAGEMENT DEVELOPMENT INC,Non-Profit,MPB SCHOOL APTS LP,Multiple,,,,,0,17,11,,,,,,,1266,,Family
90854b1e-ceff-e611-8115-74d435edc0c2,,FRANCISVILLE III,17TH & PARRISH STS,PHILADELPHIA,PA,19122,21,0,Inconclusive,1,0,01/01/1993,01/01/2023,01/01/2023,39.969075,-75.164921,,42101,,Metropolitan,37964,42101013500,,,FRANCISVILLE SENIORS LP,Non-Profit,,,,,,,21,,,,,,,1266,,Family
57e52033-d968-e711-806a-005056ba3ab9,,TAJDEED,"BODINE, OXFORD AND",PHILADELPHIA,PA,19122,45,0,Inconclusive,1,1,01/01/2015,,,39.975063,-75.141052,Philadelphia,42101,01,Metropolitan Statistical Area,37964,42101014400,,,TAJDEED REDEVELOPMENT ASSOC LP,,,,,,1,7,37,,,,,,,1266,,Family
4131414e-ceff-e611-8115-74d435edc0c2,,YORKTOWN ARMS PHASE II,1300 W Jefferson St,Philadelphia,PA,19122,37,2,Active,0,0,01/01/2006,01/01/2036,12/31/2026,39.97493,-75.15683,Philadelphia,42101,,,,42101014600,,,YORKTOWN ARMS II LP,,,,,,,,,,,,,,,1266,,
5e0eb5ca-cdff-e611-8115-74d435edc0c2,,SIXTH & BERKS STREET,1862 N 6TH ST,PHILADELPHIA,PA,19122,26,1,Active,0,0,01/01/1999,01/01/2029,01/01/2029,39.979709,-75.145004,Philadelphia,42101,01,Metropolitan,37964,42101037700,,,WOMENS COMMUNITY REVITALIZATION PROJECT,Non-Profit,,,,,,10,16,,,,,,,1266,,Family
6009610c-ceff-e611-8115-74d435edc0c2,,CBMO - Ludlow,2138 N 7th St,Philadelphia,PA,19122,20,0,Inactive,0,1,,,,39.98398,-75.1457,Philadelphia,42101,01,Metropolitan,37980,42101037700,Philadelphia Housing Authority,,Philadelphia Housing Authority,,,,,,,,,,,,,,,1266,,
8131414e-ceff-e611-8115-74d435edc0c2,,9TH & BERKS STREET TOD,1900 N 9th St,Philadelphia,PA,19122,53,2,Active,1,0,01/01/2013,01/01/2043,02/13/2035,39.98064,-75.14885,Philadelphia,42101,,,,42101037700,,,APM INC,,,,,,29,15,9,,,,,,,1266,,Family
7d3e442a-ceff-e611-8115-74d435edc0c2,,LUDLOW SCATTERED SITES,LUDLOW SCATTERED SITES,PHILADELPHIA,PA,19122,75,1,Active,0,0,01/01/2008,01/01/2038,01/01/2038,39.97763,-75.1454,,,,Metropolitan,37964,,,,PHILADELPHIA HOUSING AUTHORITY,For Profit,,,,,6,23,46,,,,,,,,,Mixed
cbbbabaa-d968-e711-806a-005056ba3ab9,,NORRIS APARTMENTS,2037 N 11th St,Philadelphia,PA,19122-1202,51,0,Inconclusive,1,0,,,,39.983081,-75.151329,Philadelphia,42101,02,Metropolitan Statistical Area,37980,42101037700,,,,,,,,,,,,,,,,,,1266,,
e340bec4-cdff-e611-8115-74d435edc0c2,,JARDINES DEBORINQUEN PHASE II,2031 N 7th St,Philadelphia,PA,19122-1301,45,0,Inconclusive,1,0,01/01/1996,01/01/2026,01/01/2026,39.98219,-75.14586,Philadelphia,42101,01,Metropolitan,37980,42101037700,,,JARDINES DE BORINQUEN INC,Non-Profit,,,,,2,7,36,,,,,,,1266,,Family
a28ebbbe-cdff-e611-8115-74d435edc0c2,,JARDINES DE BORINQUEN,2008 N 6th St,Philadelphia,PA,19122-1414,45,1,Active,0,0,01/01/1994,01/01/2024,01/01/2024,39.98201,-75.14446,Philadelphia,42101,01,Metropolitan,37980,42101037700,,,JARDINES DE BORINQUEN INC,Non-Profit,,,,,2,13,30,,,,,,,1266,,Family
837a6906-ceff-e611-8115-74d435edc0c2,,TAINO GARDENS/RDA,2147 N 6th St,Philadelphia,PA,19122-1415,42,1,Active,0,0,06/19/2001,06/19/2021,06/19/2021,39.98403,-75.1438,Philadelphia,42101,01,Metropolitan Statistical Area,37980,42101016200,,,TAINO GARDENS LIMITED PARTNERS/APM,,,,,,,,,,,,,,,1266,,
60d8a5d6-cdff-e611-8115-74d435edc0c2,,4TH & DIAMOND ST APARTMENTS,2038 N 4th St,Philadelphia,PA,19122-1509,32,1,Active,0,0,01/01/2005,01/01/2035,01/01/2035,39.98143,-75.14071,Philadelphia,42101,01,Metropolitan,37980,42101015600,,,WOMENS COMMUNITY REVITALIZATION PROJECT,Non-Profit,,,,,,14,18,,,,,,,1266,,Elderly or disabled
71714657-9d73-e711-84b1-005056ba3ab9,,,321 Diamond St,Philadelphia,PA,19122-1531,32,1,Active,0,0,06/30/2005,06/30/2025,06/30/2025,39.982664,-75.140059,Philadelphia,42101,01,Metropolitan Statistical Area,37980,42101016200,,,4TH AND DIAMOND LP,,,,,,,,,,,,,,,1266,,
3d2b17dc-cc68-e711-806a-005056ba3ab9,800058932,CASA CARMEN APONTE,2121 N Howard St,Philadelphia,PA,19122-1724,35,2,Active,0,0,06/30/2002,07/31/2040,06/30/2022,39.98257,-75.13347,Philadelphia,42101,01,Metropolitan Statistical Area,37980,42101016200,PHILADELPHIA PRESBYTERY HOMES INC,Non-Profit,NORRIS SQUARE SENIOR HOUSING INC,Non-Profit,99,79,01/01/1998,01/01/1998,35,0,0,92c,2/6/2018,99a,12/18/2014,99a,12/18/2014,1266,94,Elderly
ed37add0-cdff-e611-8115-74d435edc0c2,,6TH & MONTGOMERY STREETS,1812 N 6th St,Philadelphia,PA,19122-2102,20,1,Active,0,0,01/01/2002,01/01/2032,01/01/2032,39.97932,-75.14496,Philadelphia,42101,01,Metropolitan,37980,42101037700,,,WOMENS COMMUNITY REVITALIZATION PROJECT,Non-Profit,,,,,,4,16,,,,,,,1266,,
ba0bb5ca-cdff-e611-8115-74d435edc0c2,,FOURTH STREET ACCESS,1912 N 4th St,Philadelphia,PA,19122-2241,24,0,Inconclusive,1,0,01/01/1998,01/01/2028,01/01/2028,39.98017,-75.14098,Philadelphia,42101,01,Metropolitan,37980,42101015600,,,COLUMBUS PROPERTY MGMT,Non-Profit,,,,,24,,,,,,,,,1266,,Elderly or disabled
5ffbc4f9-d568-e711-806a-005056ba3ab9,,NITZA TUFINO TOWNHOMES,1942 N Front St,Philadelphia,PA,19122-2405,25,1,Active,0,0,01/01/2015,01/01/2045,01/01/2045,39.979708,-75.133608,Philadelphia,42101,01,Metropolitan Statistical Area,37980,42101015700,,,,,,,,,,,,,,,,,,1266,,
2454c2b8-cdff-e611-8115-74d435edc0c2,,NORRIS STREET,120 W Norris St,Philadelphia,PA,19122-2439,21,0,Inconclusive,1,0,01/01/1993,01/01/2023,01/01/2023,39.9802,-75.13447,Philadelphia,42101,01,Metropolitan,37980,42101015700,,,NORRIS SQUARE CIVIC ASSOC,Non-Profit,,,,,,,21,,,,,,,1266,,Family
968c4059-cdff-e611-8115-74d435edc0c2,800018467,GRAY MANOR APARTMENTS,1600 N 8th St,Philadelphia,PA,19122-2808,130,2,Active,0,0,09/01/2005,09/01/2035,08/31/2035,39.97607,-75.14883,Philadelphia,42101,01,Metropolitan,37980,42101014500,COMMUNITY PROPERTY MANAGEMENT INC,Profit Motivated,BRIGHT HOPE NON-PROFIT CORP,Non-Profit,96,82,01/01/1979,01/01/1979,129,,,99a,1/26/2018,99c,11/19/2014,99c,11/19/2014,1266,86,Elderly
120bb5ca-cdff-e611-8115-74d435edc0c2,,YORKTOWN ARMS,1400 N 13th St,Philadelphia,PA,19122-3326,56,1,Active,0,0,01/01/1997,01/01/2027,01/01/2027,39.97493,-75.15683,Philadelphia,42101,01,Metropolitan,37980,42101014600,,,YORKTOWN ARMS APTS LP,Non-Profit,,,,,44,12,,,,,,,,1266,,Family
759d7df4-cdff-e611-8115-74d435edc0c2,,Ludlow Modular Homes,1502 N 8th St,Philadelphia,PA,19122-3504,14,0,Inactive,0,1,,,,39.97488,-75.14909,Philadelphia,42101,01,Metropolitan,37980,42101014500,Philadelphia Housing Authority,Non-Profit,Philadelphia Housing Authority,,,,,,,,,,,,,,,1266,,
2009610c-ceff-e611-8115-74d435edc0c2,,SCATTERED SITES,1505 N Marshall St,Philadelphia,PA,19122-3609,442,1,Active,0,0,12/31/1968,,,39.974661,-75.146297,Philadelphia,42101,01,Metropolitan Statistical Area,37980,42101014500,Philadelphia Housing Authority,Public Entity,Philadelphia Housing Authority,Public Entity,,,01/01/1967,01/01/2006,,,,,,,,,,1266,,
1453c2b8-cdff-e611-8115-74d435edc0c2,800246840,VILLAS DE HACE,1426 N 6th St,Philadelphia,PA,19122-3646,24,1,Active,1,0,01/01/1992,12/31/2037,01/01/2022,39.97321,-75.1461,Philadelphia,42101,01,Metropolitan,37980,42101014500,"HACE/HACE MANAGEMENT COMPANY
VILLAS DE HACE LLC",Profit Motivated,LEHIGH PARK APTS,Multiple,,,,,0,12,12,,,,,,,1266,,Family
959c7df4-cdff-e611-8115-74d435edc0c2,,HARRISON PLAZA,1350 N 10th St,Philadelphia,PA,19122-4142,300,1,Active,0,0,08/31/1956,,,39.97298,-75.15274,Philadelphia,42101,01,Metropolitan,37980,42101014600,PHILADELPHIA HOUSING AUTHORITY,Public Entity,Philadelphia Housing Authority,Public Entity,,,01/01/1956,01/01/1956,,,,,,,,,,1266,,
570ed9a6-cdff-e611-8115-74d435edc0c2,,1221 N FRANKLIN ST,1221 N Franklin St,Philadelphia,PA,19122-4332,4,0,Inconclusive,1,0,01/01/1989,01/01/2019,01/01/2019,39.97126,-75.14854,Philadelphia,42101,01,Metropolitan,37980,42101014100,,,KARL GABLER,For Profit,,,,,2,1,1,,,,,,,1266,,Family
857d96e2-cdff-e611-8115-74d435edc0c2,,DRUEDING CENTER/RAINBOW/RDA,413 W Master St,Philadelphia,PA,19122-4436,10,0,Inactive,0,1,12/31/2001,12/31/2011,12/31/2011,39.97268,-75.14318,Philadelphia,42101,01,Metropolitan Statistical Area,37980,42101014400,,,DRUEDING CENTER/PROJECT RAINBOW,,,,,,,,,,,,,,,1266,,
6c998f09-d468-e711-806a-005056ba3ab9,800018725,OLDE KENSINGTON PAVILLION,1250 N 3rd St,Philadelphia,PA,19122-4440,104,1,Active,0,0,07/22/2015,07/21/2035,07/21/2035,39.97037,-75.14148,Philadelphia,42101,01,Metropolitan,37980,42101014400,SILVER TREE RESIDENTIAL LLC,Profit Motivated,OLDE KENSINGTON LP,Profit Motivated,99,82,01/01/1984,01/01/1984,103,0,0,94b,8/26/2013,94b,8/26/2013,60c,4/21/2010,1266,94,Elderly
8b42bec4-cdff-e611-8115-74d435edc0c2,,JOHNNIE TILLMAN TOWNHOUSES,328 W Master St,Philadelphia,PA,19122-4444,23,0,Inconclusive,1,0,01/01/1997,01/01/2027,01/01/2027,39.97213,-75.14185,Philadelphia,42101,01,Metropolitan,37980,42101014400,,,WOMENS COMMUNITY REVITALIZATION PROJECT,Non-Profit,,,,,,4,19,,,,,,,1266,,Family
5132414e-ceff-e611-8115-74d435edc0c2,,SALVATION ARMY CORP - ACQ GROUP HOME,701 N Broad St,Philadelphia,PA,19123,1,1,Active,0,0,05/31/2009,05/31/2024,05/31/2024,39.9676,-75.15983,Philadelphia,42101,,,,42101013200,,,SALVATION ARMY,,,,,,,,,,,,,,,1266,,
8808610c-ceff-e611-8115-74d435edc0c2,,Cambridge Phase III,1105 Poplar St,Philadelphia,PA,19123,40,0,Inactive,0,1,,,,39.96903,-75.15459,Philadelphia,42101,01,Metropolitan,37980,42101014100,Philadelphia Housing Authority,,Philadelphia Housing Authority,,,,,,,,,,,,,,,1266,,
6808610c-ceff-e611-8115-74d435edc0c2,,MLK PHASE I,752 N 13th St,Philadelphia,PA,19123,49,1,Active,0,0,12/31/2002,,,39.9643,-75.1475,Philadelphia,42101,01,Metropolitan Statistical Area,37980,42101036700,Philadelphia Housing Authority,Public Entity,Philadelphia Housing Authority,Public Entity,,,01/01/2001,01/01/2001,,,,,,,,,,1266,,
64d7a5d6-cdff-e611-8115-74d435edc0c2,,CAMBRIDGE PHASE II,1006 Cambridge St,Philadelphia,PA,19123-1113,40,1,Active,0,1,01/01/2004,,,39.96963,-75.15358,Philadelphia,42101,01,Metropolitan,37980,42101014100,PHILADELPHIA HOUSING AUTHORITY,Public Entity,PHILADELPHIA HOUSING AUTHORITY,Multiple,,,01/01/2003,01/01/2003,,,,,,,,,,1266,,
b5c02e65-cdff-e611-8115-74d435edc0c2,800019046,ZION GARDENS APARTMENTS,1101 W Girard Ave,Philadelphia,PA,19123-1138,94,1,Active,0,1,10/01/1967,12/22/2034,12/22/2034,39.97086,-75.15414,Philadelphia,42101,01,Metropolitan,37980,42101014100,COMMUNITY REALTY MANAGEMENT,Profit Motivated,ZION GARDENS LP,Profit Motivated,92,106,01/01/1965,01/01/1965,65,24,,76c*,8/17/2016,76c*,8/17/2016,88b,12/6/2012,1266,89,Family
4d9d7df4-cdff-e611-8115-74d435edc0c2,,CAMBRIDGE PHASE I,916 N 10th St,Philadelphia,PA,19123-1202,44,1,Active,0,0,09/30/2003,,,39.96886,-75.15304,Philadelphia,42101,01,Metropolitan,37980,42101014100,PHILADELPHIA HOUSING AUTHORITY,Public Entity,Philadelphia Housing Authority,Public Entity,,,01/01/2002,01/01/2002,,,,,,,,,,1266,,
62904059-cdff-e611-8115-74d435edc0c2,800018199,ASCENSION MANOR,911 N Franklin St,Philadelphia,PA,19123-1326,281,3,Active,0,0,08/16/2010,10/01/2051,02/15/2034,39.9684,-75.14896,Philadelphia,42101,01,Metropolitan,37980,42101014100,INTERSTATE REALTY MANAGEMENT CO,Profit Motivated,ASCENSION MANOR INC,Non-Profit,,,01/01/1966,01/01/1966,140,,,92b,1/8/2018,91b,5/1/2014,91b,5/1/2014,1266,,Elderly
4b0177fa-cdff-e611-8115-74d435edc0c2,,MARTHA A LANG SENIOR CYBER VILLAGE,973 N 7th St,Philadelphia,PA,19123-1329,56,2,Active,0,0,01/01/2008,01/01/2038,06/30/2030,39.9682,-75.14847,Philadelphia,42101,01,Metropolitan,37980,42101014100,,,MT TABOR COMMUNITY EDU & ECO DEV CORP,Non-Profit,,,,,51,5,,,,,,,,1266,,Elderly or disabled
159d7df4-cdff-e611-8115-74d435edc0c2,,GLADYS B JACOBS APARTMENTS,1100 Fairmount Ave,Philadelphia,PA,19123-1900,80,1,Active,0,0,04/30/1998,,,39.96562,-75.15529,Philadelphia,42101,01,Metropolitan,37980,42101013200,PHILADELPHIA HOUSING AUTHORITY,Public Entity,Philadelphia Housing Authority,Public Entity,,,,,,,,,,,,,,1266,,
7d39add0-cdff-e611-8115-74d435edc0c2,,CAMBRIDGE,1015 Parrish St,Philadelphia,PA,19123-1938,178,1,Active,1,0,01/01/2003,01/01/2033,01/01/2033,39.96748,-75.15345,Philadelphia,42101,01,Metropolitan,37980,42101013200,,,PHILADELPHIA HOUSING AUTHORITY,For Profit,,,,,10,14,20,,,,,,,1266,,Family
d807610c-ceff-e611-8115-74d435edc0c2,,RICHARD ALLEN HOMES,801 N 10th St,Philadelphia,PA,19123-1966,150,1,Active,0,0,03/31/1942,,,39.96676,-75.15266,Philadelphia,42101,01,Metropolitan Statistical Area,37980,42101013100,Philadelphia Housing Authority,Public Entity,Philadelphia Housing Authority,Public Entity,,,01/01/1942,01/01/1942,,,,,,,,,,1266,,
359d7df4-cdff-e611-8115-74d435edc0c2,,RICHARD ALLEN PHASE IIIA,847 N 11th St,Philadelphia,PA,19123-1970,178,1,Active,0,0,03/31/2003,,,39.967823,-75.154665,Philadelphia,42101,01,Metropolitan Statistical Area,37980,42101013200,PHILADELPHIA HOUSING AUTHORITY,Public Entity,Philadelphia Housing Authority,Public Entity,,,01/01/2002,01/01/2002,,,,,,,,,,1266,,
3d9d7df4-cdff-e611-8115-74d435edc0c2,,Richard Allen Phase Iiib,857 N 11th St,Philadelphia,PA,19123-1970,107,0,Inactive,0,1,,,,39.96771,-75.15472,Philadelphia,42101,01,Metropolitan,37980,42101013200,Philadelphia Housing Authority,Non-Profit,Philadelphia Housing Authority,,,,,,,,,,,,,,,1266,,
88d8a5d6-cdff-e611-8115-74d435edc0c2,,CAMBRIDGE PLAZA PHASE II,901 N Marvine St,Philadelphia,PA,19123-1982,40,1,Active,0,0,01/01/2005,01/01/2035,01/01/2035,39.96824,-75.15317,Philadelphia,42101,01,Metropolitan,37980,42101013200,,,PHILADELPHIA HOUSING AUTHORITY,For Profit,,,,,,8,32,,,,,,,1266,,Elderly or disabled
1c9df329-d168-e711-806a-005056ba3ab9,,MARSHALL SQUARE APARTMENTS,845 N 7th St,Philadelphia,PA,19123-2014,44,0,Inactive,0,1,06/01/1969,01/01/2009,01/01/2009,39.966531,-75.148743,Philadelphia,42101,01,Metropolitan Statistical Area,37980,42101013100,,,,,,,,,,,,,,,,,,1266,,
533e442a-ceff-e611-8115-74d435edc0c2,800019014,WEST POPLAR APARTMENTS,637 N 13th St,Philadelphia,PA,19123-2416,140,2,Active,0,0,10/01/2003,10/31/2033,09/01/2031,39.96442,-75.14857,Philadelphia,42101,01,Metropolitan Statistical Area,37980,42101013200,INTERSTATE REALTY MANAGEMENT CO,Profit Motivated,West Poplar Associates,Profit Motivated,96,116,01/01/1978,01/01/1978,13,70,55,92c,11/5/2015,92c,11/5/2015,92c,9/19/2012,1266,77,Family
b7049228-d568-e711-806a-005056ba3ab9,800058936,FRIENDS GUILD HOUSE WEST TWO,1221 Fairmount Ave,Philadelphia,PA,19123-2433,100,3,Active,0,0,06/04/1980,08/31/2041,09/01/2019,39.96684,-75.15742,Philadelphia,42101,01,Metropolitan,37980,42101013200,CAPITAL REALTY GROUP INC,Profit Motivated,GUILD HOUSE II LLC,Multiple,93,80,01/01/1977,01/01/1999,96,4,0,59c*,1/27/2017,59c*,1/27/2017,95a,12/20/2013,1266,88,Elderly
1e8ebbbe-cdff-e611-8115-74d435edc0c2,,CATON HOUSE EAST,1239 Spring Garden St,Philadelphia,PA,19123-3206,20,1,Active,0,1,01/01/1994,01/01/2024,01/01/2024,39.96226,-75.15896,Philadelphia,42101,01,Metropolitan,37980,42101037600,,,GENESIS II INC,Non-Profit,,,,,20,,,,,,,,,1266,,
e453c2b8-cdff-e611-8115-74d435edc0c2,,GREEN STREET PROJECT,1109 Green St,Philadelphia,PA,19123-3318,15,0,Inconclusive,1,0,01/01/1993,01/01/2023,01/01/2023,39.96303,-75.15655,Philadelphia,42101,01,Metropolitan,37980,42101013200,,,COMMUNITY PROPERTY MGMT INC,Non-Profit,,,,,4,11,,,,,,,,1266,,Family
